Id,ORGANIZATION,NAME,GENDER,SPECIALITY,ADDRESS,CITY,STATE,ZIP,LAT,LON,ENCOUNTERS,PROCEDURES
5e74ad7c-b5c5-3581-b4ee-740f904d0603,8b2ec3b3-4e89-37ec-8d84-906506468ede,Sheryl275 Brekke496,F,GENERAL PRACTICE,7601 IMPERIAL HWY,DOWNEY,CA,902423456,33.9404441,-118.1292846,1,0
8b887b30-1256-350f-bcb9-f2da114ed1b0,c9d73eed-97d4-329e-a8b7-cc66e5d6ef9d,Warren653 Pfeffer420,M,GENERAL PRACTICE,624 W DUARTE RD,ARCADIA,CA,910079260,34.1362075,-118.0401497,106,0
51fd7b20-c345-3b00-8a49-975b1284d4d4,5c406b49-c04d-373f-a1c5-2b5629f41047,Reagan466 Greenholt190,F,GENERAL PRACTICE,901 CAMPUS DR,DALY CITY,CA,940154930,37.6650855,-122.4756885,4,0
0f6c4d0e-d658-3f11-abfa-6ce7e2063db2,e6b250a5-9204-325f-923f-e3b8e19ce550,Artie871 Hodkiewicz467,F,GENERAL PRACTICE,1100 BUTTE ST,REDDING,CA,960010852,40.585181649999996,-122.38762824209377,6,0
99acd8f5-a616-3a4b-bcc0-d2b5535055ef,a57489e4-f665-3dde-8406-9ff3f0a5b508,Bart73 Becker968,M,GENERAL PRACTICE,1555 SOQUEL DRIVE,SANTA CRUZ,CA,950651705,36.99011325,-121.98355367962361,8,0
0270663c-24aa-3e8e-afe4-5d97b5891769,a2acc2d6-25c5-330d-8d81-118480281b9c,Todd315 Steuber698,M,GENERAL PRACTICE,3630 E IMPERIAL HWY,SOUTH GATE,CA,902806237,33.9305079,-118.174463,20,0
856b6f75-1629-35d3-b8e8-01449321681c,b99ea3cb-9411-3f1f-8e9d-afcc06aef3c6,Magdalena964 Aguilera202,F,GENERAL PRACTICE,465 W PUTNAM AVE,PORTERVILLE,CA,932573709,36.068604199999996,-119.02597760625369,4,0
0afa49c6-6fd9-397b-835c-b1465ac194fd,2fcf25ad-9453-3eb9-a9ee-8e728fb9a1cc,Shawn523 Trantow673,M,GENERAL PRACTICE,7231 SANTA MONICA BLVD,WEST HOLLYWOOD,CA,900466724,34.090801,-118.347391,24,0
79671846-52f8-3df2-99d3-df1b62c25c7b,bc450266-f594-3852-8438-6ebd550172f9,Hugo693 Zelaya592,M,GENERAL PRACTICE,26520 CACTUS AVE,MORENO VALLEY,CA,925553927,33.9119259,-117.19637878783084,8,0
9e04aa8d-95ae-3dbb-aa73-003f885d72d2,c8433a0c-41f6-37e5-9542-70b0aee2ddf3,Myung778 Gulgowski816,F,GENERAL PRACTICE,18651 VALLEY BLVD UNIT A,BLOOMINGTON,CA,923161831,34.07029,-117.395879,91,0
357cdaa2-1d6d-38ac-8f4f-38c8b94b411c,189e625c-01ca-34b7-8b4f-4324540efd44,Florentino8 Kessler503,M,GENERAL PRACTICE,1600 SAN FERNANDO ROAD,SAN FERNANDO,CA,913403115,34.288946,-118.447908,80,0
6bb82b65-677d-33ef-8f5c-91778226a023,ac426e5d-57c8-3efd-874b-85b589b383ca,Malka46 Schowalter414,F,GENERAL PRACTICE,137 N VIRGIL AVE,LOS ANGELES,CA,900044811,34.0740059185387,-118.28688539318843,30,0
26c77ca5-82b3-3231-8409-48b37c92c7bf,8d1bbb74-2258-331a-8b08-1584eaa8b9d8,Elliott563 Bernhard322,M,GENERAL PRACTICE,6955 FOOTHILL BLVD SUITE 200,OAKLAND,CA,946052426,37.769681076501826,-122.17535500849695,240,0
baa2ff24-b153-398e-aa11-1036f4b554ea,224e0420-578d-3505-9510-79556d34aad4,Haywood675 Champlin946,M,GENERAL PRACTICE,285 HOSPITAL DR,CHOWCHILLA,CA,936102041,37.12262056504379,-120.27329367375111,57,0
00f516f8-f382-3cee-8838-24e03d4afd84,2a026aaf-e321-34a5-87c5-9e539f722dd4,Floy720 Mueller846,F,GENERAL PRACTICE,2570 JENSEN AVE,SANGER,CA,936572269,36.70686768994688,-119.57368750265606,22,0
a6bf5eaf-9567-3cd2-9574-f786032899e7,d75be33c-a5a5-3af3-8b01-27b29e904282,January966 Ziemann98,F,GENERAL PRACTICE,500 W WILLOW ST,LONG BEACH,CA,908062831,33.8043,-118.198217,20,0
c9249156-5dbc-3567-911b-d72913d950fa,c350d041-d527-389a-bfc6-c20f0d6c353e,Sang383 Emard19,M,GENERAL PRACTICE,1251 W REDONDO BEACH BLVD STE 101,BUENA PARK,CA,906204182,33.870413,-117.9962165,67,0
61a3c57d-922e-31ef-899e-9f4287c5c914,fdbbd208-5bf6-3ce4-9e8c-87f105a00fcb,Cristobal567 Henríquez109,M,GENERAL PRACTICE,726 POLK ST,SAN FRANCISCO,CA,941097812,37.783703,-122.419195,35,0
d9b12a19-cd77-3fc4-bc29-29d9a890dc81,c63030a8-50de-3b32-9559-f24fa51a0005,Nickolas58 Schumm995,M,GENERAL PRACTICE,6501 COYLE AVE,SACRAMENTO,CA,958212122,38.66952005,-121.31317653001221,29,0
02e925b2-889c-30a5-acf7-1ba0ad021130,2f641553-26ee-3227-9476-5b25dd7e360b,Veronika907 Price929,F,GENERAL PRACTICE,57675 29 PALMS HWY SUITE 111,YUCCA VALLEY,CA,922843072,34.1236205,-116.4139839,31,0
3160c330-6900-3fa7-a8f1-ebc65fecdc93,0d309302-e37e-313e-9cd2-1995aedafd7d,Blanche121 Jakubowski832,F,GENERAL PRACTICE,2595 E WASHINGTON BLVD STE 106,PASADENA,CA,911071409,34.16923244444445,-118.09680325396826,65,0
51ac3979-1cae-3063-8cae-575ee47b3c9f,67561b3a-eb88-34de-b43b-82bcd51d726a,Bruce167 Erdman779,M,GENERAL PRACTICE,976 LENZEN AVENUE,SAN JOSE,CA,951262737,37.334267,-121.91211257935106,157,0
23b01c2b-02ba-3603-ad15-a4d5f35eb208,d0aa35ea-1e0f-3005-98aa-fb7d243ca286,Elliot577 Daugherty69,M,GENERAL PRACTICE,4815 WATT AVE,NORTH HIGHLANDS,CA,956605108,38.6710975,-121.38795381804641,17,0
41d5d4a0-4460-3ce8-abf7-1720e933394b,955666b7-a665-32ac-ad80-d5b6579ae610,Cecilia788 Vargas494,F,GENERAL PRACTICE,2211 CORINTH AVE STE 103,BEVERLY HILLS,CA,902112003,34.0696501,-118.3963062,58,0
c1d120c2-68f1-3154-835a-9732c402c076,bbb2fb97-1c9c-3c55-81e5-f8ebab17205c,Kathi607 Hilpert278,F,GENERAL PRACTICE,28062 BAXTER ROAD,MURRIETA,CA,925631401,33.61476705,-117.16858006444426,4,0
320372fb-f1ad-3957-991a-98d6607f8542,968d4a10-ee25-3296-af67-c570795453ae,Matt836 Paucek755,M,GENERAL PRACTICE,2080 MCHENRY AVENUE #200,ESCALON,CA,953209484,37.7966238,-120.9967454,34,0
0be4de3d-b7ae-3b20-84e6-7eafdb473a3f,7dd2c9c3-4693-3504-80f0-234b7c86997a,Jerome176 Predovic534,M,GENERAL PRACTICE,907 W LANCASTER BLVD,LANCASTER,CA,935342305,34.6981064,-118.1366153,112,0
5a243f0d-a6ce-3c2b-b19d-ee32f89c697a,e863da34-efb4-3236-b576-f277e39bdf1e,Ruth999 Price929,F,GENERAL PRACTICE,152 CATHERINE LN STE F,PENN VALLEY,CA,959469000,39.1948165,-121.19264637070282,43,0
1894bcb4-eb9a-311d-a0c9-41c4aafe02f5,76620e25-b86c-3677-b20c-d2e728f0a999,Hernán834 Guzmán14,M,GENERAL PRACTICE,9352 MADISON AVE,ORANGEVALE,CA,956624981,38.6685437,-121.2096393,65,0
fd74a8b8-ad02-3fd8-8fbb-dd787dd6740c,38fcc1cb-6c6e-31c3-9aec-b73a06136c88,Susana117 Serrato62,F,GENERAL PRACTICE,438 W LAS TUNAS DR,SAN GABRIEL,CA,917761216,34.10094775,-118.10587972761789,4,0
66a3fb3b-07e9-3e9e-be63-4c4d094dd9e5,8a171cbd-77fd-3b06-94f4-9233ec3063a3,Clotilde434 Howe413,F,GENERAL PRACTICE,438 W LAS TUNAS DR,SAN GABRIEL,CA,917761216,34.10094775,-118.10587972761789,4,0
bc7b8b45-3221-3c87-8280-f9af1b1e6f3b,6dba85b8-b421-376c-80ea-a2be8df0a09e,Berta524 Valle770,F,GENERAL PRACTICE,1060 E 70TH ST,LONG BEACH,CA,908051008,33.8809089,-118.17961269619536,58,0
8f842664-f053-3f29-ab1e-454127055020,ee0c5ab9-1b30-3800-ab0f-317da40c01b4,Tiffaney302 Brakus656,F,GENERAL PRACTICE,875 N BREA BLVD,BREA,CA,928212606,33.9349157,-117.89386520607448,9,0
00ff376b-9634-3f1e-a0a7-df8d02f99375,f1064d5f-5b9b-3d3b-85ed-53f8f424813e,Lynn917 Cassin499,F,GENERAL PRACTICE,2975 SYCAMORE DR,SIMI VALLEY,CA,930651502,34.28907715,-118.74568288307515,12,0
dd9f1d1e-efa9-3f0d-a1d3-a76f691bfb5d,c4d0b9b7-8050-3212-8e6f-a96b666ea2a8,Mana631 Schinner682,F,GENERAL PRACTICE,7301 S WESTERN AVE,PACOIMA,CA,913313028,34.2625025,-118.427027,40,0
042afd09-411a-3dd0-b8a5-407136f1b219,770cccc8-a7e8-3925-bd7a-20dff37f427e,Claudio955 Naranjo39,M,GENERAL PRACTICE,5122 KATELLA AVE,LOS ALAMITOS,CA,907206608,33.80265985,-118.04336475379046,47,0
c3608034-b1ce-3e5d-bdcf-a9eb37559eed,2077543a-d86b-3cff-886c-ec9e5b991da5,Cedrick207 Gleason633,M,GENERAL PRACTICE,1680 EAST 120TH STREET,LOS ANGELES,CA,900593026,33.92289615,-118.24269392395072,22,0
3a151281-8972-3346-996c-337e25527947,09d62d68-187a-3b8e-87cb-28e7c59231d0,Nathan164 Cremin516,M,GENERAL PRACTICE,975 CASS ST,SEASIDE,CA,939553629,36.62593,-121.8169383456945,47,0
7fb22299-6c50-303e-870b-213eda50a90c,8f2dcca9-f9dd-3481-aefc-6957a3528c6d,Francis500 Mann644,M,GENERAL PRACTICE,1620 ALPINE BLVD STE 110,ALPINE,CA,919011103,38.5893934,-119.8345013,56,0
70157279-5ff9-3a27-b44f-85d4547263d1,cc6760f7-06d8-3152-ab5e-755c7cdf601c,Latrice352 Ferry570,F,GENERAL PRACTICE,816 EAST ENOS DRIVE,SANTA MARIA,CA,934548205,34.934393535806414,-120.42278392789598,13,0
735d7eaa-9c28-36aa-96b2-f5fc3a80aeee,50f71c5b-5d86-331e-9373-743298fa51ac,Julian715 Kiehn525,M,GENERAL PRACTICE,100 HARTLE CT,NAPA,CA,945594020,38.2835307,-122.27955018405059,44,0
420e1053-5962-3a1e-8c68-3583b0ba236a,ae69a993-834d-3c73-95f5-4f0f5ea4486b,Izetta651 Farrell962,F,GENERAL PRACTICE,15525 POMERADO ROAD SUITE E2,POWAY,CA,92062,32.995008,-117.057196,2,0
dbfe3eea-c037-343f-b8f2-2e422061cf9c,a3dd5d7b-5773-3cc9-9463-b4452820d9ab,Emmitt44 Jaskolski867,M,GENERAL PRACTICE,11724 VENTURA BLVD STE A,STUDIO CITY,CA,916042621,34.14140806060606,-118.38822866666666,110,0
3159e7be-32c2-38b0-ba3a-12482366b115,3b8012f2-3f59-3700-8305-7e10100e60d5,Florencia449 Rosado690,F,GENERAL PRACTICE,1645 ANAHEIM ST.,HARBOR CITY,CA,907103213,33.78638168292683,-118.30626907317074,44,0
a8cf0dbd-b013-3f3b-838e-7878d041fb36,3070f715-9571-3b83-a9a6-bc1bd025485c,Shameka870 MacGyver246,F,GENERAL PRACTICE,3680 E IMPERIAL HWY,LYNWOOD,CA,902622663,33.9309405,-118.1804334,63,0
cc846d0f-7170-3614-82c5-5de93af2681a,72c85f98-56d0-3959-b74a-e9071645aa26,Denna536 Langosh790,F,GENERAL PRACTICE,22310 WARDHAM AVE,HAWAIIAN GARDENS,CA,907161740,33.82656788888889,-118.06495222222222,121,0
777734b3-9de1-30c2-ac63-4de1a5ff2267,d6f58d6a-ae73-3ffc-83e4-357d7ea5b696,José María211 Macías944,M,GENERAL PRACTICE,10402 WESTMINSTER AVE STE 100,GARDEN GROVE,CA,928434862,33.7746292,-117.9463717,14,0
590f106d-a5a2-3138-ab4f-7589d2360617,299e2731-a4c8-3110-abf4-176a65b2fce1,Manuela585 Ortega866,F,GENERAL PRACTICE,47111 MONROE STREET,INDIO,CA,922016739,33.7061251,-116.23612764229054,16,0
f2dd3224-2b85-3c24-8314-4e6bdc31620f,f4532da4-a828-3a33-ac68-0b8920362788,Steve819 McGlynn426,M,GENERAL PRACTICE,2811 WILSHIRE BLVD STE 800,SANTA MONICA,CA,904034808,34.037446842592594,-118.47552907407407,29,0
2c92eef5-47c7-3761-84ba-c06e6ee2a583,d72a0091-17e0-3e09-b097-2b37e555b3c3,Bernie827 Schamberger479,M,GENERAL PRACTICE,10538 MISSION GORGE RD,SANTEE,CA,920713154,32.838712,-116.96787,40,0
2e7a31b8-67fd-3371-b61a-cf0ee5e67f73,594fe07a-d6ae-3e1f-8b49-f262fb6ab110,Yoshiko258 Keeling57,F,GENERAL PRACTICE,1031 WATERLOO ROAD,STOCKTON,CA,952054256,37.96708320466245,-121.27237970684135,48,0
b2302112-f80b-3f7c-bcf2-1d2c514d2acf,db1e46ba-b639-3243-873a-4c3bce098b7b,Regenia619 Bosco882,F,GENERAL PRACTICE,15630 18TH AVE,CLEARLAKE,CA,954229336,38.9351877,-122.61991705041706,2,0
2b08b6a8-43d7-39c8-8616-a3abdf42f851,f24140ba-567b-34f6-8c45-699ed0af7b00,Eduardo902 Reyna401,M,GENERAL PRACTICE,3748 E SHIELDS AVE,FRESNO,CA,937267028,36.77949644173156,-119.76272855847917,54,0
03a98762-0a47-34a8-be89-19262488e6ea,3464bba2-d19a-32dc-91b0-a7a64faf883d,Harold594 Bashirian201,M,GENERAL PRACTICE,751 S BASCOM AVE,SAN JOSE,CA,951282604,37.31312855,-121.935317957676,5,0
770ca644-6e9d-348b-8fde-542d38e9127f,1896c2bd-1a16-3f31-990b-2fdb30705a02,Millard193 Heidenreich818,M,GENERAL PRACTICE,9300 VALLEY CHILDRENS PL,MADERA,CA,936368766,37.1716264,-119.7737991,36,0
7ca331a8-d8f2-3e79-aecb-44a64b02806c,4a7be363-3be5-30a0-9d28-df5b8ba13eb0,Neil122 Schinner682,M,GENERAL PRACTICE,3055 ALVARADO ST STE 108,SAN LEANDRO,CA,945775711,37.70595105,-122.1528419208034,30,0
76994066-21fe-3e11-8d0a-509af35cccb7,5d996db8-84df-37a6-b696-72f9a9366abc,Julio255 Ojeda263,M,GENERAL PRACTICE,2888 LONG BEACH BLVD,RANCHO PALOS VERDES,CA,902755370,33.7483311,-118.3707683,16,0
3e85c23e-7a24-33cc-9adb-22aa19d24251,e30f1923-86fc-301f-aa73-103b349acab2,Jeannetta566 Glover433,F,GENERAL PRACTICE,2505 SAMARITAN DR,SAN JOSE,CA,951161606,37.25231,-121.9500877,33,0
21082e46-6f7b-35e7-a42e-083a267a14a8,44b1029b-a4d9-364e-aa71-4f84d3d28b1c,Twanda979 Grady603,F,GENERAL PRACTICE,117 PIRIE RD,OJAI,CA,930233166,34.443175,-119.2656178,66,0
f4e2ae2b-074c-39f8-8524-bd45e9857b52,6ac3cdfc-e5c1-33d1-bcc8-3e16bee50a1c,Scotty190 Lesch175,M,GENERAL PRACTICE,11423 187TH STREET,ARTESIA,CA,907015657,33.861403,-118.089836,39,0
f2d61208-d73a-31f0-9ab5-d3be67a5c41f,c902dc60-fac7-3fad-aa22-856abb1a69d2,Teodoro374 Cordero852,M,GENERAL PRACTICE,3605 HOSPITAL RD,WINTON,CA,953889515,37.3823369,-120.61853757718696,15,0
60b5cf8d-f56e-3345-b519-2b3b847a603d,b3b3c8b8-d0b1-3522-bb0a-8017f3228941,Ariadna374 Apodaca347,F,GENERAL PRACTICE,7475 CAMINO ARROYO,GILROY,CA,950207348,37.01097905,-121.55779943092186,50,0
5eae2a44-4e6f-330e-b784-1e9732e1b95c,8f862bf4-6c7d-3da1-84cc-aa15ee4e86c8,Leoma634 Jaskolski867,F,GENERAL PRACTICE,330 MONTROSE DRIVE,FOLSOM,CA,956302720,38.681583,-121.15817511838911,12,0
cd862f5c-a472-3fa4-a8d6-9538163dedf9,9e9ace2f-79b1-36fd-b546-5b1bd7040543,Basil991 Reilly981,M,GENERAL PRACTICE,21890 COLORADO AVE,SAN JOAQUIN,CA,93660,37.923589,-121.298178,155,0
744533ee-3bd0-3968-9844-3797a1b472b4,f408994f-acdf-3e71-a63d-ae1488608b18,Jarvis643 Beahan375,M,GENERAL PRACTICE,19341 BEAR VALLEY RD STE 101,APPLE VALLEY,CA,923085152,34.471246476744184,-117.2388943255814,48,0
9ce2861a-5148-39a4-808e-613a785b5c15,d950c396-c880-3578-8f5d-bae015da3c8d,Sara501 Gallardo890,F,GENERAL PRACTICE,12651 LAKEWOOD BLVD,DOWNEY,CA,902424561,33.91581809027035,-118.13867814412407,64,0
235cf248-4b42-3739-921f-55464271e4e8,778abc7a-f5e2-3366-a458-b5206db001c8,Rosario163 Fuentes250,F,GENERAL PRACTICE,650 W ALLUVIAL AVE,FRESNO,CA,937276588,36.84389325,-119.72604386708018,14,0
604f8a5f-4589-33ae-a962-081e2130ddc3,f211dbc7-e4ec-32e4-89ee-e2b5c7f891e4,Hilary419 Schaefer657,F,GENERAL PRACTICE,1501 CLAUS RD,MODESTO,CA,953559711,37.66520015379475,-120.92137329745395,8,0
5173d93b-4038-397b-81c8-ff293dc88ec5,9b299563-6d4e-35d7-b1a2-d3045ad4f5d5,Jarrod316 Weber641,M,GENERAL PRACTICE,6041 CADILLAC AVE,LOS ANGELES,CA,900341702,34.038716300000004,-118.37480911030259,4,0
2da97f69-c22e-3832-9d8f-d9d96f5f2fe9,f3423ebc-9130-346a-b0ce-4d525ea9bb7b,Conchita9 Corrales691,F,GENERAL PRACTICE,9995 CARMEL MOUNTAIN RD,SAN DIEGO,CA,92129,32.96074465006127,-117.11202541583458,123,0
6f21f357-224a-393b-8460-5f3289e3d21b,6f8eb99b-ee1e-3791-9778-ff3a392246a2,Esteban536 Metz686,M,GENERAL PRACTICE,22675 ALESSANDRO BLVD,MORENO VALLEY,CA,925538551,33.917001223552035,-117.26702073080725,432,0
44933ab9-1cd1-30de-b963-162e5860be1f,188720fb-6ff9-33eb-96f6-50772839d986,Frankie174 Borer986,M,GENERAL PRACTICE,1190 W OLIVE AVE STE L,MERCED,CA,953481960,37.31873095,-120.4883023,56,0
2792d5cc-068b-31c8-a24f-10ceacbca760,e4da6d90-f375-34a4-ab59-d9beee75c33b,Theron432 Cruickshank494,M,GENERAL PRACTICE,3743 SO PLAZA DRIVE,SANTA ANA,CA,927047463,33.7494951,-117.8732213,27,0
99252e70-3a1e-31fd-a254-b813de4fc7e4,dcaf0cf9-3e34-3de7-a77a-c4aff3206ea9,Luanna919 Abshire638,F,GENERAL PRACTICE,513 E LIME AVE,MONROVIA,CA,910162982,34.14825069387755,-117.9932992244898,43,0
340e8a54-75ba-3018-894a-443f33f22f54,357e84ea-e14e-30ef-b6ce-5c0e3323d836,Daniela614 Segura601,F,GENERAL PRACTICE,3351 EL CAMINO REAL,ATHERTON,CA,940273802,37.466178,-122.20701236922542,88,0
d809a991-12d7-384a-9066-9ffc434e7942,e6b3c7cf-49d3-3f0e-9445-11a5614a0ad3,Delcie812 Casper496,F,GENERAL PRACTICE,4650 LINCOLN BLVD,MARINA DEL REY,CA,902926638,33.98135232254192,-118.4401292012784,23,0
bd89d89c-ab12-3a80-824e-76bb31b1a048,956037bc-2c7b-3ac1-b8b1-4c9ccbedd166,Valentine262 Leannon79,M,GENERAL PRACTICE,2240 NORTH HARBOR BLVD.,FULLERTON,CA,928352634,33.897785,-117.92892980785123,4,0
56f53140-341e-3520-92b1-9a34094d85d6,763d2560-539c-369d-b051-0f0f0a1612c0,Harriett813 Schmitt836,F,GENERAL PRACTICE,477 N EL CAMINO REAL,ENCINITAS,CA,920241332,33.0571471,-117.261442,98,0
3c40324e-a8d5-32da-8818-175ac8b0dde7,24907435-953a-3804-9cff-34bd9cdc520c,Reagan466 Padberg411,F,GENERAL PRACTICE,350 S OAK AVE,OAKDALE,CA,953613519,37.75742625,-120.86147648614514,14,0
5a5a11b8-ebf5-32c1-ad6b-33dda4a99524,7853122c-f73d-3354-b099-a6398e69e331,Brandi2 Walsh511,F,GENERAL PRACTICE,95 DECLARATION DR STE 4,CHICO,CA,959734916,39.77197603559278,-121.87230376706025,37,0
f81dea75-4834-32a5-90d4-c84b489426f7,27cabd2c-a8ec-3860-9ca0-671577afe7b4,Adela471 King743,F,GENERAL PRACTICE,5555 GROSSMONT CENTER DR,LA MESA,CA,919423019,32.78093805,-117.00666249522895,19,0
98dbb9bf-e1a5-39e2-8653-195f851b08c8,e0b2515a-3b23-3eb6-a94d-c537de22308d,Lourdes258 Elizondo706,F,GENERAL PRACTICE,350 HAWTHORNE AVENUE,OAKLAND,CA,946093108,37.8205823,-122.2664037,2,0
9fe04357-fb51-36f1-8fd7-c108016b7838,8b3c60eb-5961-3177-9920-a41eb4556e9b,Leo278 Pacocha935,M,GENERAL PRACTICE,3555 CESAR CHAVEZ STREET,SAN FRANCISCO,CA,941104403,37.74699015,-122.4208571403392,4,0
ab176b9d-ab04-3aec-9f6c-c879b766e970,5c1428da-c745-30ba-b436-f5b180b6bbc6,Mayte822 Alba338,F,GENERAL PRACTICE,5205 MELROSE AVE,LOS ANGELES,CA,900383144,34.083586,-118.31378612912631,35,0
d76e629d-45fb-3071-a028-178577120af5,753e6fb7-44c8-3d87-93d2-88e350f7c65d,Jamel269 Flatley871,M,GENERAL PRACTICE,5190 ATLANTIC AVE,LONG BEACH,CA,908056510,33.85024593877551,-118.18481673469388,168,0
