Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,MIDDLE,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,FIPS,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE,INCOME
d27d191b-d979-d717-c300-23706585b854,1985-01-21,,999-87-5355,S99956969,X85639711X,Mrs.,Annemarie794,Kathy623,Bayer639,,Gutkowski940,M,white,nonhispanic,F,Orinda  California  US,861 Russel Mill Unit 69,Lake Sherwood,California,Ventura County,6111,91361,34.13981905614285,-118.8426094160571,11802.00,0.00,143740
0b7633cb-bcef-2edb-5383-8a3fc8971780,1996-06-28,,999-23-6770,S99911801,X78580974X,Mrs.,Maryln219,Idella49,Yost751,,Kling921,M,white,nonhispanic,F,West Hollywood  California  US,789 McLaughlin Run,Contra Costa Centre,California,Contra Costa County,,00000,37.92077201849178,-122.03978787998861,12166.96,0.00,135199
55f8d454-bd3c-067f-4974-918a6d2a4edc,1950-03-09,,999-36-6086,S99931378,X29997814X,Mr.,Collin529,Cyrus914,Senger904,,,M,white,hispanic,M,San Leandro  California  US,676 Rippin Rapid,Gonzales,California,Monterey County,6053,93926,36.50062890698151,-121.39035078257541,17171.94,1480.86,72926
25815b61-98fc-3391-886e-0f29cffc9018,1989-11-06,,999-36-6296,S99963459,X6588223X,Mr.,Shon148,,Powlowski563,,,M,white,hispanic,M,Oakley  California  US,1026 Bernier Course Apt 81,Upland,California,San Bernardino County,6071,91701,34.106465835979705,-117.59119223087215,11508.48,0.00,681718
ee137b26-9192-2a83-a4bd-199c56c1abb9,1997-05-03,,999-25-4869,S99993240,X6062828X,Mr.,Salvatore257,Bobbie849,Rohan584,,,M,white,nonhispanic,M,West Hollywood  California  US,988 Crona Gateway,Buena Park,California,Orange County,6059,92833,33.770719199365736,-118.00983073428415,12166.96,0.00,51931
533c2961-f1e4-d7e2-6af5-30c765f95200,1981-09-01,,999-12-3490,S99929875,X53205337X,Mrs.,Tajuana20,,Friesen796,,Christiansen251,M,white,nonhispanic,F,Escondido  California  US,778 Russel Way Unit 78,Morro Bay,California,San Luis Obispo County,6079,93405,35.33478667649269,-120.7552758334405,11986.27,517.25,474324
85e59a2e-37f4-7793-a87c-1b9526b29dc5,2021-08-16,,999-44-8630,,,,Carlos172,Breann988,Dickens475,,,,asian,hispanic,F,San Diego  California  US,139 Kulas Skyway Suite 24,Cudahy,California,Los Angeles County,6037,90255,33.94674131175006,-118.17762057308552,400.00,5179.88,27298
4a2c5c29-6f17-3b98-096d-1655ffec6507,1983-04-05,,999-62-8873,S99936356,X22102538X,Mrs.,Mercedes82,Sara501,Acosta403,,Olivares593,M,other,hispanic,F,Ponce  Puerto Rico  PR,207 Olson Glen Apt 76,Coachella,California,Riverside County,6065,92236,33.45282542761997,-116.07116932805413,12356.76,0.00,77423
38969944-4f17-6445-41f7-38de9cd60d87,1979-08-25,,999-73-4971,S99987380,X24406915X,Mrs.,Tammy740,Yadira684,Cartwright189,,Turcotte120,M,white,nonhispanic,F,Bell Gardens  California  US,1046 Toy Mission,Napa,California,Napa County,6055,94559,38.32684600370745,-122.27336010207816,4600.00,8050.28,13621
16ab19f9-8d49-6b88-fa5f-064129df31f5,1941-07-30,,999-88-5419,S99970931,X45761549X,Mr.,Rupert654,,Kreiger457,,,M,hawaiian,nonhispanic,M,Chula Vista  California  US,985 Osinski Haven,Oakley,California,Contra Costa County,6013,94561,38.032260302952885,-121.72860123880677,18724.94,1928.70,496489
ba55caf3-4619-cb78-7032-594fa7947a09,2012-07-31,,999-79-4948,,,,Ruben688,Romeo514,Jacobson885,,,,white,nonhispanic,M,San Francisco  California  US,998 Feest Well,Rialto,California,San Bernardino County,6071,92316,33.96591287909705,-117.41718356151434,1400.00,8494.12,33831
0bfe4b9b-631f-a239-9181-b5efe3e0df57,1976-03-11,,999-96-5351,S99990234,X12456212X,Mrs.,Yevette778,Sherice231,Lowe577,,Mante251,D,white,nonhispanic,F,San Gabriel  California  US,850 Quitzon Dam Apt 36,Brea,California,Orange County,6059,92823,33.9136444041905,-117.85940870981513,12398.40,0.00,118299
2c7b6541-581b-654f-8807-c2fcca22993e,1987-01-15,,999-77-4462,S99956206,X41335397X,Ms.,Carli641,Denisse335,Balistreri607,,,S,white,nonhispanic,F,Munich  Bavaria  DE,129 Marvin Course Unit 47,National City,California,San Diego County,6073,92139,32.659968258451286,-117.10176726488606,10973.84,0.00,47138
0c782e6c-1c68-ef72-2426-d11ea9ddd359,2015-01-02,,999-72-2095,,,,Johnathon489,Chet188,Halvorson124,,,,hawaiian,nonhispanic,M,San Diego  California  US,771 Graham Stravenue,Sacramento,California,Sacramento County,6067,95660,38.55726619046044,-121.45015504845306,1100.00,7411.20,30527
2fc03e95-73e6-6ec3-9240-6e37cb552e04,2020-09-13,,999-46-6525,,,,Lucia634,María Soledad68,Cruz300,,,,black,hispanic,F,Wesley  Saint Andrew Parish  DM,615 Balistreri Dale,Los Angeles,California,Los Angeles County,6037,91402,34.24841855724548,-118.33754380417255,500.00,5906.64,27950
b69af8d7-1f10-5cce-3e78-b05e11347e8e,1994-04-14,,999-87-7531,S99959584,X56605452X,Mr.,Lenny728,,Pfannerstill264,,,M,white,hispanic,M,Delano  California  US,332 Kuvalis Lodge Apt 35,Los Angeles,California,Los Angeles County,6037,90045,34.20094056302788,-118.46659148404683,11234.04,670.28,5
7d8ebfea-76df-8ec1-3d12-a098e94d0665,2010-07-28,,999-15-1704,,,,Jona712,Chi716,Tillman293,,,,white,nonhispanic,F,Lakewood  California  US,1020 Wuckert Plaza Unit 9,Santa Ana,California,Orange County,6059,92868,33.77499662314221,-117.81685252022,10459.64,0.00,50597
9bd496b5-def0-721d-94f3-79be578fc076,1977-03-24,,999-57-5410,S99943991,X66566756X,Mr.,Garland107,Juan88,Ryan260,,,M,white,nonhispanic,M,Pico Rivera  California  US,1094 Turcotte Track,Alum Rock,California,Santa Clara County,,00000,37.34890543096216,-121.81020619522405,12115.64,0.00,84206
2d0ac203-b2e1-ef82-d53f-57bd117f44bb,1977-01-16,,999-25-5227,S99946000,X88717047X,Mr.,Glen190,Chung121,Carter549,,,M,black,hispanic,M,Santa Maria  California  US,329 Bednar Course,Norwalk,California,Los Angeles County,6037,90670,33.84545120218465,-118.10038361391206,12252.34,0.00,65107
bec1aa04-2146-4e09-1024-bab8a206d83e,1987-01-15,,999-51-9264,S99953945,X74206633X,Mr.,Armando772,Óscar156,Iglesias873,,,S,white,hispanic,M,Kingston  Kingston  JM,394 Dickinson Ramp Apt 46,Lemon Grove,California,San Diego County,6073,92115,32.711939801589345,-117.03571939731343,11519.24,0.00,94588
0f14ca39-3af1-a001-953e-08c1c76e0455,1924-04-07,,999-44-5639,S99948446,X6866041X,Mrs.,Lourdes258,,Ozuna605,,Nevárez403,M,white,hispanic,F,San Jose  San Jose  CR,436 Kovacek Highlands Apt 69,San Diego,California,San Diego County,6073,92147,32.693710972500845,-117.06056515371333,20124.78,2751.78,508028
85e228fc-ae62-1487-e95a-42791d028dcd,2014-03-12,,999-47-8222,,,,Waneta858,Margareta320,Romaguera67,,,,asian,nonhispanic,F,Tulare  California  US,377 Tromp Mews,Vine Hill,California,Contra Costa County,,00000,38.01168665522473,-122.07256461441614,1100.00,7411.20,31468
cae2e75f-d337-ae82-943f-ddf210de9865,2021-02-19,,999-54-2773,,,,José Emilio366,Gabriel934,Granados71,,,,white,hispanic,M,Bogota  Bogota  CO,275 Langworth Highlands,Long Beach,California,Los Angeles County,6037,90815,33.77986196911513,-118.22089120699516,500.00,5906.64,25476
248434ee-62de-52f6-09c3-f5dff2e52c3d,2017-11-18,,999-19-5551,,,,Donn979,Gavin481,Ferry570,,,,white,nonhispanic,M,Torrance  California  US,1048 Kunde Avenue,Castro Valley,California,Alameda County,6001,94552,37.68487189411007,-122.08276606086433,7254.92,0.00,147958
97d98ea8-a509-b906-92a9-41cef7eee5b9,1991-01-17,,999-98-6176,S99933758,X74140614X,Mrs.,Mari763,Mark765,Roberts511,,Oberbrunner298,D,white,nonhispanic,F,Fullerton  California  US,490 Yundt Landing Apt 28,Palmdale,California,Los Angeles County,6037,93550,34.763213500755946,-117.87223667891526,5735.96,6180.52,29281
0b213029-74fb-d2fd-40ef-b8cdb7e1f288,2008-12-13,,999-86-1547,S99943671,,,Giovanni385,Gonzalo160,Green467,,,,white,nonhispanic,M,Long Beach  California  US,302 Bins Street Apt 7,Pomona,California,Los Angeles County,6037,91773,33.998975644077625,-117.87457233783032,11161.16,0.00,97269
95e3545d-8596-4192-0dcc-aae2e2053ca4,2011-08-06,,999-27-5206,,,,Fernando603,Sergio619,Delgado712,,,,white,hispanic,M,San Salvador  El Salvador  SV,354 West Green,Rosemead,California,Los Angeles County,6037,90640,34.076257316876436,-118.13694723213897,10176.88,0.00,50253
79b935df-37c6-5162-db9e-257e5eb03314,1980-07-11,,999-37-2134,S99964842,X80248570X,Mr.,Billie243,Victor265,Stamm704,,,D,white,nonhispanic,M,Arcadia  California  US,685 Abernathy Light,Goleta,California,Santa Barbara County,6083,93117,34.408243072850205,-119.80746853252401,12503.52,0.00,125449
f8991b9c-77e0-5677-f394-8f0b91b76a15,1976-09-11,,999-86-4045,S99944969,X2510287X,Mrs.,Fidelia216,Liz413,Sauer652,,Pfannerstill264,M,white,nonhispanic,F,Whittier  California  US,1099 Bosco Walk,Alamo,California,Contra Costa County,6013,94507,37.8508966906769,-122.05716065066264,12525.04,0.00,943896
b5e805cc-de9d-4128-b312-1ea5e124a6a3,1999-12-26,,999-10-8601,S99913880,X28037976X,Mr.,Arnold338,,Schmidt332,,,,white,nonhispanic,M,Murrieta  California  US,347 Bosco Port,Fountain Valley,California,Orange County,6059,92708,33.7661415435959,-117.89683256357449,3050.00,8834.20,2999
ea0e086f-3fd6-e992-63cf-dddfe6db1ac7,1958-03-09,,999-84-2004,S99963475,X17340120X,Mrs.,Isabela97,Laura391,Jurado563,,Brito172,D,white,hispanic,F,Bogota  Bogota  CO,473 Mayert Trace Suite 56,Los Angeles,California,Los Angeles County,6037,91030,34.14609658362549,-118.33122762220903,6733.00,10609.72,16959
38ff4400-c176-9281-3fab-874902a54912,1994-03-01,,999-16-1798,S99983825,X4429495X,Mrs.,Tierra831,Eladia866,Gerlach374,,Koss676,M,white,nonhispanic,F,San Marcos  California  US,312 Auer Dale,Los Angeles,California,Los Angeles County,6037,91030,34.23840568549753,-118.48129982934289,5303.20,7146.52,39692
e9409245-7b49-c37c-99e7-4aa9f55d4054,1969-02-18,,999-67-3293,S99965075,X37229638X,Mr.,Bobby524,Tanner110,Bahringer146,,,D,white,nonhispanic,M,South Pasadena  California  US,717 Bogan Route,Los Angeles,California,Los Angeles County,6037,90033,33.94739854462789,-118.32434940396027,14232.36,0.00,121688
4cfa3080-c8c2-9add-cc36-555171005497,1985-07-08,,999-95-9388,S99979372,X84936273X,Mr.,Colton403,Gail741,Christiansen251,,,M,white,nonhispanic,M,Los Angeles  California  US,1055 Auer Bay Suite 52,Indio,California,Riverside County,6065,92201,33.80620601448965,-116.29114366756298,11802.00,0.00,66079
4de478c9-bdca-9e81-b852-1fdddb2bda1f,2007-11-02,,999-69-3047,S99989061,,Ms.,Setsuko288,Xochitl483,Leannon79,,,,white,hispanic,F,St. Helena  California  US,703 Dibbert Meadow Apt 15,San Dimas,California,Los Angeles County,6037,91724,34.19322871147072,-117.81961258263833,11443.92,0.00,73655
e35d6616-3c54-800d-2910-b05a380f275c,1968-04-03,,999-21-8335,S99941364,X5945172X,Ms.,Barabara924,Sherry479,Graham902,,,S,white,nonhispanic,F,Fremont  California  US,482 Rempel Bay,Covina,California,Los Angeles County,6037,91722,34.11081399253308,-117.92453801033864,14515.12,0.00,59688
4d7b9dcb-3de1-c988-27dd-3af63bcc486b,2011-12-14,,999-82-2102,,,,María Eugenia578,Josefina523,Ruiz676,,,,white,hispanic,F,Ponce  Puerto Rico  PR,424 Morissette Mall,Bakersfield,California,Kern County,6029,93304,35.286746863163955,-118.94218264831646,10176.88,0.00,72066
1c38dc79-1771-c9c8-3034-3a940edc5bc6,1955-08-23,,999-78-1965,S99935161,X34600073X,Mr.,Buford910,Alfred550,Schoen8,,,S,white,nonhispanic,M,Santa Maria  California  US,325 Lockman Lodge Suite 8,Oroville,California,Butte County,6007,95965,39.479432528887266,-121.57950196320772,16803.04,1115.96,65960
688263ce-ba20-2092-b933-8f21335b868c,2012-04-05,,999-11-3344,,,,Brenna468,,Doyle959,,,,white,nonhispanic,F,Modesto  California  US,367 Konopelski View Apt 4,Ontario,California,San Bernardino County,6071,91762,33.985967234583796,-117.65095857524571,9894.12,0.00,195056
b7b2ee04-b98d-5c0e-cf3f-cab4c48e28af,1961-06-22,,999-27-2033,S99957263,X51043496X,Ms.,Dominga527,Violeta106,Schroeder447,,,S,white,nonhispanic,F,Laguna Niguel  California  US,599 Powlowski Extension Unit 28,Brentwood,California,Contra Costa County,6013,94513,37.91746496083426,-121.6664464412407,16358.44,0.00,120320
ca656b09-6841-d133-58b1-d2d86bf3ea96,2005-07-27,,999-75-1227,S99950670,X34065473X,Ms.,Floy720,Valentina258,Gulgowski816,,,,white,nonhispanic,F,Compton  California  US,600 Fay Brook Suite 90,Irvine,California,Orange County,6059,92780,33.721355328427244,-117.86102165403601,11318.68,0.00,138200
6a2fbbea-f42d-693e-2a93-64b943997f8a,2002-06-15,,999-59-5984,S99948051,X67747288X,Ms.,Paola523,Paris331,Romaguera67,,,,white,hispanic,F,Redlands  California  US,418 Auer Dale Suite 6,Los Angeles,California,Los Angeles County,6037,90502,33.96108340679703,-118.29506012116268,11737.44,0.00,99194
ec3fef5f-d210-4f1c-bf1e-101b35cb18a3,1991-03-09,,999-54-7204,S99955956,X13888490X,Mrs.,Genesis248,Tomasa683,Windler79,,Terry864,M,white,nonhispanic,F,Vacaville  California  US,760 Cummings Drive Unit 25,San Juan Capistrano,California,Orange County,6059,92677,33.46364280761577,-117.65825340865625,12052.48,0.00,878912
ea0b3410-afb2-fcfc-0796-f0f4f4c83a33,2009-02-15,,999-40-5065,S99986356,,,Sandi885,Digna973,Collier206,,,,white,hispanic,F,Palmdale  California  US,927 Dicki Key Unit 11,Commerce,California,Los Angeles County,6037,90022,34.02154005423772,-118.22715704870004,1700.00,9178.40,12697
38d7e49f-8262-02ff-2eb4-dc1d0dc94ae3,2022-03-14,,999-29-9442,,,,Esteban536,Pablo44,Loera89,,,,white,hispanic,M,Bayamon  Puerto Rico  PR,489 Morar Passage Apt 96,Santa Ana,California,Orange County,6059,92701,33.78985000397803,-117.85657394751425,5579.88,0.00,74107
cb9b63de-01f7-d24e-fc8e-c17488da681c,1948-04-16,,999-94-7702,S99926390,X63561566X,Mrs.,Cori307,,Bogan287,,Lesch175,M,white,nonhispanic,F,Vineyard  California  US,376 Kautzer Common,Davis,California,Yolo County,6113,95618,38.54059653310048,-121.71825120313345,17627.99,1590.33,180330
1d981cd0-8118-04a0-ccf7-d70380b854e0,1965-03-09,,999-28-6870,S99913049,X9602127X,Mr.,Palmer257,Columbus656,Schmidt332,,,M,white,nonhispanic,M,Lancaster  California  US,956 Hintz Trail Apt 24,Coachella,California,Riverside County,6065,92274,33.4418636288048,-116.05332899995997,15227.40,0.00,50256
fa686464-e8d0-bc85-2bb3-f40b25f2980c,1992-02-13,,999-95-8471,S99972783,X23421972X,Mr.,Oscar384,Chang901,Dare640,,,S,white,hispanic,M,Los Angeles  California  US,1079 Romaguera Light,San Dimas,California,Los Angeles County,6037,91768,34.074244756936466,-117.90076666682498,11905.72,0.00,121934
e85d64a7-0f14-199b-e8be-d566c8f1d853,1960-03-21,,999-49-7260,S99998491,X7397684X,Mrs.,Virgen207,,Wisozk929,,Trantow673,D,white,hispanic,F,Oakland  California  US,859 Eichmann Mews,Rancho Cucamonga,California,San Bernardino County,6071,91730,34.105214345177444,-117.56630197630152,16454.74,185.76,150546
16d73087-e5f2-34ce-e795-873fe0eba195,2002-08-22,,999-58-2365,S99937559,X18547251X,Mr.,Jamel269,Adrian111,Bogan287,,,,white,nonhispanic,M,Orange  California  US,648 Brown Path Apt 85,Mountain Gate,California,Shasta County,,00000,40.76733792654512,-122.35078772870499,3423.52,8449.92,28723
e2ee767e-a1dc-7f4e-2ae3-0cae0a3f8644,1967-12-11,,999-47-1417,S99929914,X11189644X,Mr.,Eugenio846,Cleveland582,Blanda868,,,W,white,nonhispanic,M,Chico  California  US,288 Steuber Fork,Sacramento,California,Sacramento County,6067,95822,38.63279822391658,-121.48145149886419,14797.88,0.00,52426
909b725b-b20a-9a9e-0923-15c48e3224ae,1974-09-05,,999-28-3626,S99919322,X89646770X,Mr.,Frederick289,Ezra452,Halvorson124,,,M,white,nonhispanic,M,Torrance  California  US,586 Torp Walk Apt 87,San Luis Obispo,California,San Luis Obispo County,6079,93405,35.23201359075371,-120.66803690619356,8878.04,4484.52,25944
e1064dce-5786-3196-a791-91dfa6fdcdba,1967-06-29,,999-67-2728,S99988864,X69440916X,Mr.,Luigi346,Lincoln623,Wilkinson796,,,M,white,hispanic,M,Orange  California  US,768 O'Kon Bay,Victorville,California,San Bernardino County,6071,92392,34.45486638192347,-117.26249212024754,14252.48,0.00,90072
ab6ee67e-ab97-8ab2-5044-86691399e7bf,1978-01-30,,999-96-2634,S99930716,X3526804X,Mrs.,Emogene884,Mitzi535,Funk324,,Heller342,M,white,nonhispanic,F,North Highlands  California  US,203 Mueller Gate,Fairfield,California,Solano County,6095,94534,38.189935282438476,-121.93122880636855,7904.52,5028.52,27850
d6e4c92b-6e71-b62d-b847-533f7936b733,2002-02-10,,999-13-2822,S99946099,X46691918X,Ms.,Olivia294,Juana825,Soliz209,,,,white,hispanic,F,San Salvador  El Salvador  SV,349 Harber Promenade Apt 20,Chino,California,San Bernardino County,6071,91709,33.99778711538552,-117.73366337905769,3373.52,7818.52,24937
efaa4bdf-a76f-9a7a-f695-911c1147cde8,1997-12-25,,999-52-2071,S99990259,X10329260X,Mr.,Eric487,Bennett146,Bailey598,,,M,white,nonhispanic,M,Stockton  California  US,713 Koch Rapid,Ojai,California,Ventura County,6111,93023,34.55231623905899,-119.3510268149011,11621.56,0.00,146816
08e811d4-6e76-916e-0485-ef6fda1688ce,1949-10-14,,999-12-7077,S99959689,X40533086X,Mrs.,Rebekah348,,Champlin946,,Sporer811,M,white,nonhispanic,F,Long Beach  California  US,411 Abshire Lock,Shasta Lake,California,Shasta County,6089,96019,40.73633697594666,-122.19708897539515,6870.00,12065.56,6035
fc05405a-5b8b-72d5-b55b-e99c32cd03cb,1990-12-15,,999-36-2790,S99922492,X29119192X,Mr.,Bernardo699,,Gallardo890,,,M,white,hispanic,M,Santiago de los Caballeros  Santiago  DO,846 Jaskolski Camp,Los Angeles,California,Los Angeles County,6037,90732,34.181901156124226,-118.34167919797135,3750.00,8166.48,5375
45bb1a0b-ebe0-97f8-f34b-e80573ff3e25,2015-10-12,,999-48-2232,,,,María Elena653,Catalina187,Camarillo982,,,,white,hispanic,F,Tegucigalpa  Francisco Morazán  HN,515 Ratke Row,Long Beach,California,Los Angeles County,6037,90713,33.72148493190311,-118.19207992745179,7820.44,0.00,59451
